CallNumber,Timestamp,PlannerName,HLActionInstance,ProblemFile,Success,PlannerTimeMs,TotalTimeMs,ActionsGenerated,PlanLength,Error
556,2026-07-06 17:17:47.432,FF,PickUpHL_b37_fp50_r1,Plannerinputs/generated/problemPickUpHL_b37_fp50_r1.pddl,True,272.25,353.17,2,0,
557,2026-07-06 17:17:47.866,FF,PickUpHL_b43_fp58_r1,Plannerinputs/generated/problemPickUpHL_b43_fp58_r1.pddl,True,306.38,390.54,2,0,
558,2026-07-06 17:17:48.462,FF,PickUpHL_b26_fp35_r1,Plannerinputs/generated/problemPickUpHL_b26_fp35_r1.pddl,True,308.53,391.50,2,0,
559,2026-07-06 17:17:49.402,FF,PickUpHL_b37_fp50_r1,Plannerinputs/generated/problemPickUpHL_b37_fp50_r1.pddl,True,311.94,443.21,3,0,
560,2026-07-06 17:17:49.897,FF,PickUpHL_b43_fp58_r1,Plannerinputs/generated/problemPickUpHL_b43_fp58_r1.pddl,True,308.76,404.64,3,0,
561,2026-07-06 17:17:50.447,FF,PickUpHL_b26_fp35_r1,Plannerinputs/generated/problemPickUpHL_b26_fp35_r1.pddl,True,304.65,397.75,3,0,
562,2026-07-06 17:17:50.876,FF,StackHL_b31_lp6_r1_pr2_lay6_m6,Plannerinputs/generated/problemStackHL_b31_lp6_r1_pr2_lay6_m6.pddl,True,315.54,400.91,2,0,
563,2026-07-06 17:17:51.770,FF,PickUpHL_b37_fp50_r1,Plannerinputs/generated/problemPickUpHL_b37_fp50_r1.pddl,True,315.84,385.05,2,0,
564,2026-07-06 17:17:52.215,FF,PickUpHL_b43_fp58_r1,Plannerinputs/generated/problemPickUpHL_b43_fp58_r1.pddl,True,296.44,379.11,2,0,
565,2026-07-06 17:17:52.750,FF,PickUpHL_b26_fp35_r1,Plannerinputs/generated/problemPickUpHL_b26_fp35_r1.pddl,True,294.49,390.23,2,0,
566,2026-07-06 17:17:53.178,FF,PickUpHL_b32_fp43_r1,Plannerinputs/generated/problemPickUpHL_b32_fp43_r1.pddl,True,294.83,397.61,2,0,
567,2026-07-06 17:17:54.097,FF,PickUpHL_b43_fp58_r1,Plannerinputs/generated/problemPickUpHL_b43_fp58_r1.pddl,True,294.98,373.33,3,0,
568,2026-07-06 17:17:54.616,FF,PickUpHL_b26_fp35_r1,Plannerinputs/generated/problemPickUpHL_b26_fp35_r1.pddl,True,302.67,385.58,3,0,
569,2026-07-06 17:17:55.025,FF,PickUpHL_b32_fp43_r1,Plannerinputs/generated/problemPickUpHL_b32_fp43_r1.pddl,True,327.15,419.83,3,0,
570,2026-07-06 17:17:55.504,FF,StackHL_b37_lp7_r1_pr3_lay7_m7,Plannerinputs/generated/problemStackHL_b37_lp7_r1_pr3_lay7_m7.pddl,True,295.62,365.62,2,0,
571,2026-07-06 17:17:56.379,FF,PickUpHL_b43_fp58_r1,Plannerinputs/generated/problemPickUpHL_b43_fp58_r1.pddl,True,308.50,429.31,2,0,
572,2026-07-06 17:17:56.940,FF,PickUpHL_b26_fp35_r1,Plannerinputs/generated/problemPickUpHL_b26_fp35_r1.pddl,True,277.74,363.47,2,0,
573,2026-07-06 17:17:57.357,FF,PickUpHL_b32_fp43_r1,Plannerinputs/generated/problemPickUpHL_b32_fp43_r1.pddl,True,265.78,353.70,2,0,
574,2026-07-06 17:17:57.806,FF,PickUpHL_b38_fp51_r1,Plannerinputs/generated/problemPickUpHL_b38_fp51_r1.pddl,True,280.23,357.25,2,0,
575,2026-07-06 17:17:58.751,FF,PickUpHL_b26_fp35_r1,Plannerinputs/generated/problemPickUpHL_b26_fp35_r1.pddl,True,272.94,358.76,3,0,
576,2026-07-06 17:17:59.142,FF,PickUpHL_b32_fp43_r1,Plannerinputs/generated/problemPickUpHL_b32_fp43_r1.pddl,True,273.94,350.54,3,0,
577,2026-07-06 17:17:59.584,FF,PickUpHL_b38_fp51_r1,Plannerinputs/generated/problemPickUpHL_b38_fp51_r1.pddl,True,280.06,387.55,3,0,
578,2026-07-06 17:18:00.023,FF,StackHL_b43_lp8_r1_pr4_lay8_m8,Plannerinputs/generated/problemStackHL_b43_lp8_r1_pr4_lay8_m8.pddl,True,272.48,357.26,2,0,
579,2026-07-06 17:18:00.984,FF,PickUpHL_b26_fp35_r1,Plannerinputs/generated/problemPickUpHL_b26_fp35_r1.pddl,True,266.58,342.32,2,0,
580,2026-07-06 17:18:01.349,FF,PickUpHL_b32_fp43_r1,Plannerinputs/generated/problemPickUpHL_b32_fp43_r1.pddl,True,274.15,365.30,2,0,
581,2026-07-06 17:18:01.759,FF,PickUpHL_b38_fp51_r1,Plannerinputs/generated/problemPickUpHL_b38_fp51_r1.pddl,True,284.63,378.54,2,0,
582,2026-07-06 17:18:02.189,FF,PickUpHL_b44_fp59_r1,Plannerinputs/generated/problemPickUpHL_b44_fp59_r1.pddl,True,262.68,337.98,2,0,
583,2026-07-06 17:18:03.220,FF,PickUpHL_b32_fp43_r1,Plannerinputs/generated/problemPickUpHL_b32_fp43_r1.pddl,True,269.23,351.86,3,0,
584,2026-07-06 17:18:03.615,FF,PickUpHL_b38_fp51_r1,Plannerinputs/generated/problemPickUpHL_b38_fp51_r1.pddl,True,265.81,343.00,3,0,
585,2026-07-06 17:18:04.023,FF,PickUpHL_b44_fp59_r1,Plannerinputs/generated/problemPickUpHL_b44_fp59_r1.pddl,True,277.67,364.10,3,0,
