ReplanNumber,Timestamp,SubtreeName,OldPlanNodes,NodesReplaced,NodesAlreadyFinished,NewPlanNodes,TotalBTNodes,TotalFlowNodes,TotalActionNodes,TotalMLActions,PRR_Subtree_Percent,BTNodeSize_Percent,BTWidthChange_Percent
817,2026-07-06 17:22:52.029,FF_Default_DynamicFlow_PickUpHL_b60_fp80_r1,2,2,0,3,1265,295,970,598,100.0,0.2,-0.17
818,2026-07-06 17:22:52.030,FF_Default_DynamicFlow_PickUpHL_b66_fp88_r1,2,2,0,3,1263,295,968,596,100.0,0.2,-0.17
819,2026-07-06 17:22:52.030,FF_Default_DynamicFlow_PickUpHL_b72_fp96_r1,2,2,0,3,1261,295,966,594,100.0,0.2,-0.17
820,2026-07-06 17:22:53.832,FF_Default_DynamicFlow_PickUpHL_b60_fp80_r1,3,3,0,2,1271,296,975,603,100.0,0.2,0.17
821,2026-07-06 17:22:53.833,FF_Default_DynamicFlow_PickUpHL_b66_fp88_r1,3,3,0,2,1268,296,972,600,100.0,0.2,0.17
822,2026-07-06 17:22:53.833,FF_Default_DynamicFlow_PickUpHL_b72_fp96_r1,3,3,0,2,1265,296,969,597,100.0,0.2,0.17
823,2026-07-06 17:22:55.625,FF_Default_DynamicFlow_PickUpHL_b66_fp88_r1,2,2,0,3,1271,297,974,602,100.0,0.2,-0.17
824,2026-07-06 17:22:55.626,FF_Default_DynamicFlow_PickUpHL_b72_fp96_r1,2,2,0,3,1269,297,972,600,100.0,0.2,-0.17
825,2026-07-06 17:22:55.626,FF_Default_DynamicFlow_PickUpHL_b52_fp70_r1,2,2,0,3,1267,297,970,598,100.0,0.2,-0.17
826,2026-07-06 17:22:57.528,FF_Default_DynamicFlow_PickUpHL_b66_fp88_r1,3,3,0,2,1277,298,979,607,100.0,0.2,0.16
827,2026-07-06 17:22:57.529,FF_Default_DynamicFlow_PickUpHL_b72_fp96_r1,3,3,0,2,1274,298,976,604,100.0,0.2,0.17
828,2026-07-06 17:22:57.529,FF_Default_DynamicFlow_PickUpHL_b52_fp70_r1,3,3,0,2,1271,298,973,601,100.0,0.2,0.17
829,2026-07-06 17:22:59.307,FF_Default_DynamicFlow_PickUpHL_b72_fp96_r1,2,2,0,3,1277,299,978,606,100.0,0.2,-0.17
830,2026-07-06 17:22:59.308,FF_Default_DynamicFlow_PickUpHL_b52_fp70_r1,2,2,0,3,1275,299,976,604,100.0,0.2,-0.17
831,2026-07-06 17:22:59.308,FF_Default_DynamicFlow_PickUpHL_b58_fp78_r1,2,2,0,3,1273,299,974,602,100.0,0.2,-0.17
832,2026-07-06 17:23:01.180,FF_Default_DynamicFlow_PickUpHL_b72_fp96_r1,3,3,0,2,1283,300,983,611,100.0,0.2,0.16
833,2026-07-06 17:23:01.181,FF_Default_DynamicFlow_PickUpHL_b52_fp70_r1,3,3,0,2,1280,300,980,608,100.0,0.2,0.16
834,2026-07-06 17:23:01.182,FF_Default_DynamicFlow_PickUpHL_b58_fp78_r1,3,3,0,2,1277,300,977,605,100.0,0.2,0.17
835,2026-07-06 17:23:03.016,FF_Default_DynamicFlow_PickUpHL_b52_fp70_r1,2,2,0,3,1283,301,982,610,100.0,0.2,-0.16
836,2026-07-06 17:23:03.017,FF_Default_DynamicFlow_PickUpHL_b58_fp78_r1,2,2,0,3,1281,301,980,608,100.0,0.2,-0.16
837,2026-07-06 17:23:03.017,FF_Default_DynamicFlow_PickUpHL_b64_fp86_r1,2,2,0,3,1279,301,978,606,100.0,0.2,-0.17
838,2026-07-06 17:23:04.907,FF_Default_DynamicFlow_PickUpHL_b52_fp70_r1,3,3,0,2,1289,302,987,615,100.0,0.2,0.16
839,2026-07-06 17:23:04.908,FF_Default_DynamicFlow_PickUpHL_b58_fp78_r1,3,3,0,2,1286,302,984,612,100.0,0.2,0.16
840,2026-07-06 17:23:04.908,FF_Default_DynamicFlow_PickUpHL_b64_fp86_r1,3,3,0,2,1283,302,981,609,100.0,0.2,0.16
841,2026-07-06 17:23:06.804,FF_Default_DynamicFlow_PickUpHL_b58_fp78_r1,2,2,0,3,1289,303,986,614,100.0,0.2,-0.16
842,2026-07-06 17:23:06.805,FF_Default_DynamicFlow_PickUpHL_b64_fp86_r1,2,2,0,3,1287,303,984,612,100.0,0.2,-0.16
843,2026-07-06 17:23:06.805,FF_Default_DynamicFlow_PickUpHL_b70_fp94_r1,2,2,0,3,1285,303,982,610,100.0,0.2,-0.16
844,2026-07-06 17:23:08.760,FF_Default_DynamicFlow_PickUpHL_b58_fp78_r1,3,3,0,2,1295,304,991,619,100.0,0.2,0.16
845,2026-07-06 17:23:08.761,FF_Default_DynamicFlow_PickUpHL_b64_fp86_r1,3,3,0,2,1292,304,988,616,100.0,0.2,0.16
846,2026-07-06 17:23:08.761,FF_Default_DynamicFlow_PickUpHL_b70_fp94_r1,3,3,0,2,1289,304,985,613,100.0,0.2,0.16
847,2026-07-06 17:23:10.636,FF_Default_DynamicFlow_PickUpHL_b64_fp86_r1,2,2,0,3,1295,305,990,618,100.0,0.2,-0.16
848,2026-07-06 17:23:10.637,FF_Default_DynamicFlow_PickUpHL_b70_fp94_r1,2,2,0,3,1293,305,988,616,100.0,0.2,-0.16
849,2026-07-06 17:23:10.637,FF_Default_DynamicFlow_PickUpHL_b51_fp68_r1,2,2,0,3,1291,305,986,614,100.0,0.2,-0.16
850,2026-07-06 17:23:12.455,FF_Default_DynamicFlow_PickUpHL_b64_fp86_r1,3,3,0,2,1301,306,995,623,100.0,0.2,0.16
851,2026-07-06 17:23:12.456,FF_Default_DynamicFlow_PickUpHL_b70_fp94_r1,3,3,0,2,1298,306,992,620,100.0,0.2,0.16
852,2026-07-06 17:23:12.456,FF_Default_DynamicFlow_PickUpHL_b51_fp68_r1,3,3,0,2,1295,306,989,617,100.0,0.2,0.16
853,2026-07-06 17:23:14.280,FF_Default_DynamicFlow_PickUpHL_b70_fp94_r1,2,2,0,3,1301,307,994,622,100.0,0.2,-0.16
854,2026-07-06 17:23:14.280,FF_Default_DynamicFlow_PickUpHL_b51_fp68_r1,2,2,0,3,1299,307,992,620,100.0,0.2,-0.16
855,2026-07-06 17:23:14.281,FF_Default_DynamicFlow_PickUpHL_b57_fp76_r1,2,2,0,3,1297,307,990,618,100.0,0.2,-0.16
856,2026-07-06 17:23:16.086,FF_Default_DynamicFlow_PickUpHL_b70_fp94_r1,3,3,0,2,1307,308,999,627,100.0,0.2,0.16
857,2026-07-06 17:23:16.087,FF_Default_DynamicFlow_PickUpHL_b51_fp68_r1,3,3,0,2,1304,308,996,624,100.0,0.2,0.16
858,2026-07-06 17:23:16.088,FF_Default_DynamicFlow_PickUpHL_b57_fp76_r1,3,3,0,2,1301,308,993,621,100.0,0.2,0.16
859,2026-07-06 17:23:17.915,FF_Default_DynamicFlow_PickUpHL_b51_fp68_r1,2,2,0,3,1307,309,998,626,100.0,0.2,-0.16
860,2026-07-06 17:23:17.916,FF_Default_DynamicFlow_PickUpHL_b57_fp76_r1,2,2,0,3,1305,309,996,624,100.0,0.2,-0.16
861,2026-07-06 17:23:17.917,FF_Default_DynamicFlow_PickUpHL_b63_fp84_r1,2,2,0,3,1303,309,994,622,100.0,0.2,-0.16
862,2026-07-06 17:23:19.793,FF_Default_DynamicFlow_PickUpHL_b51_fp68_r1,3,3,0,2,1313,310,1003,631,100.0,0.2,0.16
863,2026-07-06 17:23:19.794,FF_Default_DynamicFlow_PickUpHL_b57_fp76_r1,3,3,0,2,1310,310,1000,628,100.0,0.2,0.16
864,2026-07-06 17:23:19.794,FF_Default_DynamicFlow_PickUpHL_b63_fp84_r1,3,3,0,2,1307,310,997,625,100.0,0.2,0.16
865,2026-07-06 17:23:21.743,FF_Default_DynamicFlow_PickUpHL_b57_fp76_r1,2,2,0,3,1313,311,1002,630,100.0,0.2,-0.16
866,2026-07-06 17:23:21.743,FF_Default_DynamicFlow_PickUpHL_b63_fp84_r1,2,2,0,3,1311,311,1000,628,100.0,0.2,-0.16
867,2026-07-06 17:23:21.744,FF_Default_DynamicFlow_PickUpHL_b69_fp92_r1,2,2,0,3,1309,311,998,626,100.0,0.2,-0.16
868,2026-07-06 17:23:23.640,FF_Default_DynamicFlow_PickUpHL_b57_fp76_r1,3,3,0,2,1319,312,1007,635,100.0,0.2,0.16
869,2026-07-06 17:23:23.640,FF_Default_DynamicFlow_PickUpHL_b63_fp84_r1,3,3,0,2,1316,312,1004,632,100.0,0.2,0.16
870,2026-07-06 17:23:23.641,FF_Default_DynamicFlow_PickUpHL_b69_fp92_r1,3,3,0,2,1313,312,1001,629,100.0,0.2,0.16
871,2026-07-06 17:23:25.467,FF_Default_DynamicFlow_PickUpHL_b63_fp84_r1,2,2,0,3,1319,313,1006,634,100.0,0.2,-0.16
872,2026-07-06 17:23:25.468,FF_Default_DynamicFlow_PickUpHL_b69_fp92_r1,2,2,0,3,1317,313,1004,632,100.0,0.2,-0.16
873,2026-07-06 17:23:25.468,FF_Default_DynamicFlow_PickUpHL_b53_fp71_r1,2,2,0,3,1315,313,1002,630,100.0,0.2,-0.16
874,2026-07-06 17:23:27.353,FF_Default_DynamicFlow_PickUpHL_b63_fp84_r1,3,3,0,2,1325,314,1011,639,100.0,0.2,0.16
875,2026-07-06 17:23:27.354,FF_Default_DynamicFlow_PickUpHL_b69_fp92_r1,3,3,0,2,1322,314,1008,636,100.0,0.2,0.16
876,2026-07-06 17:23:27.354,FF_Default_DynamicFlow_PickUpHL_b53_fp71_r1,3,3,0,2,1319,314,1005,633,100.0,0.2,0.16
877,2026-07-06 17:23:29.224,FF_Default_DynamicFlow_PickUpHL_b69_fp92_r1,2,2,0,3,1325,315,1010,638,100.0,0.2,-0.16
878,2026-07-06 17:23:29.225,FF_Default_DynamicFlow_PickUpHL_b53_fp71_r1,2,2,0,3,1323,315,1008,636,100.0,0.2,-0.16
879,2026-07-06 17:23:29.226,FF_Default_DynamicFlow_PickUpHL_b59_fp79_r1,2,2,0,3,1321,315,1006,634,100.0,0.2,-0.16
880,2026-07-06 17:23:31.035,FF_Default_DynamicFlow_PickUpHL_b69_fp92_r1,3,3,0,2,1331,316,1015,643,100.0,0.2,0.16
881,2026-07-06 17:23:31.035,FF_Default_DynamicFlow_PickUpHL_b53_fp71_r1,3,3,0,2,1328,316,1012,640,100.0,0.2,0.16
882,2026-07-06 17:23:31.036,FF_Default_DynamicFlow_PickUpHL_b59_fp79_r1,3,3,0,2,1325,316,1009,637,100.0,0.2,0.16
883,2026-07-06 17:23:32.900,FF_Default_DynamicFlow_PickUpHL_b53_fp71_r1,2,2,0,3,1331,317,1014,642,100.0,0.2,-0.16
884,2026-07-06 17:23:32.901,FF_Default_DynamicFlow_PickUpHL_b59_fp79_r1,2,2,0,3,1329,317,1012,640,100.0,0.2,-0.16
885,2026-07-06 17:23:32.901,FF_Default_DynamicFlow_PickUpHL_b65_fp87_r1,2,2,0,3,1327,317,1010,638,100.0,0.2,-0.16
886,2026-07-06 17:23:34.764,FF_Default_DynamicFlow_PickUpHL_b53_fp71_r1,3,3,0,2,1337,318,1019,647,100.0,0.2,0.15
887,2026-07-06 17:23:34.764,FF_Default_DynamicFlow_PickUpHL_b59_fp79_r1,3,3,0,2,1334,318,1016,644,100.0,0.2,0.16
888,2026-07-06 17:23:34.765,FF_Default_DynamicFlow_PickUpHL_b65_fp87_r1,3,3,0,2,1331,318,1013,641,100.0,0.2,0.16
889,2026-07-06 17:23:36.753,FF_Default_DynamicFlow_PickUpHL_b59_fp79_r1,2,2,0,3,1337,319,1018,646,100.0,0.1,-0.15
890,2026-07-06 17:23:36.754,FF_Default_DynamicFlow_PickUpHL_b65_fp87_r1,2,2,0,3,1335,319,1016,644,100.0,0.1,-0.16
891,2026-07-06 17:23:36.754,FF_Default_DynamicFlow_PickUpHL_b71_fp95_r1,2,2,0,3,1333,319,1014,642,100.0,0.2,-0.16
892,2026-07-06 17:23:38.590,FF_Default_DynamicFlow_PickUpHL_b59_fp79_r1,3,3,0,2,1343,320,1023,651,100.0,0.2,0.15
893,2026-07-06 17:23:38.590,FF_Default_DynamicFlow_PickUpHL_b65_fp87_r1,3,3,0,2,1340,320,1020,648,100.0,0.2,0.15
894,2026-07-06 17:23:38.591,FF_Default_DynamicFlow_PickUpHL_b71_fp95_r1,3,3,0,2,1337,320,1017,645,100.0,0.2,0.16
895,2026-07-06 17:23:40.414,FF_Default_DynamicFlow_PickUpHL_b65_fp87_r1,2,2,0,3,1349,321,1028,656,100.0,0.1,-0.15
896,2026-07-06 17:23:40.415,FF_Default_DynamicFlow_PickUpHL_b71_fp95_r1,2,2,0,3,1347,321,1026,654,100.0,0.1,-0.15
897,2026-07-06 17:23:40.415,FF_Default_DynamicFlow_NailingBeamHL_b50_r1_m9_lay9,8,8,0,11,1345,321,1024,652,100.0,0.6,-0.46
898,2026-07-06 17:23:42.294,FF_Default_DynamicFlow_PickUpHL_b65_fp87_r1,3,3,0,2,1357,322,1035,663,100.0,0.2,0.15
899,2026-07-06 17:23:42.295,FF_Default_DynamicFlow_PickUpHL_b71_fp95_r1,3,3,0,2,1354,322,1032,660,100.0,0.2,0.15
900,2026-07-06 17:23:42.295,FF_Default_DynamicFlow_NailingBeamHL_b50_r1_m9_lay9,11,11,0,8,1351,322,1029,657,100.0,0.8,0.46
901,2026-07-06 17:23:44.252,FF_Default_DynamicFlow_PickUpHL_b71_fp95_r1,2,2,0,3,1361,323,1038,666,100.0,0.1,-0.15
902,2026-07-06 17:23:44.252,FF_Default_DynamicFlow_NailingBeamHL_b50_r1_m9_lay9,8,8,0,11,1359,323,1036,664,100.0,0.6,-0.45
903,2026-07-06 17:23:44.253,FF_Default_DynamicFlow_NailingBeamHL_b56_r1_m10_lay10,8,8,0,11,1351,323,1028,656,100.0,0.6,-0.46
904,2026-07-06 17:23:46.164,FF_Default_DynamicFlow_PickUpHL_b71_fp95_r1,3,3,0,2,1371,324,1047,675,100.0,0.2,0.15
905,2026-07-06 17:23:46.165,FF_Default_DynamicFlow_NailingBeamHL_b50_r1_m9_lay9,11,11,0,8,1368,324,1044,672,100.0,0.8,0.45
906,2026-07-06 17:23:46.165,FF_Default_DynamicFlow_NailingBeamHL_b56_r1_m10_lay10,11,11,0,8,1357,324,1033,661,100.0,0.8,0.45
907,2026-07-06 17:23:48.045,FF_Default_DynamicFlow_NailingBeamHL_b50_r1_m9_lay9,8,8,0,11,1373,325,1048,676,100.0,0.6,-0.44
908,2026-07-06 17:23:48.045,FF_Default_DynamicFlow_NailingBeamHL_b56_r1_m10_lay10,8,8,0,11,1365,325,1040,668,100.0,0.6,-0.45
909,2026-07-06 17:23:48.046,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,8,8,0,11,1357,325,1032,660,100.0,0.6,-0.45
910,2026-07-06 17:23:50.026,FF_Default_DynamicFlow_NailingBeamHL_b50_r1_m9_lay9,11,11,0,8,1385,326,1059,687,100.0,0.8,0.44
911,2026-07-06 17:23:50.027,FF_Default_DynamicFlow_NailingBeamHL_b56_r1_m10_lay10,11,11,0,8,1374,326,1048,676,100.0,0.8,0.44
912,2026-07-06 17:23:50.028,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,11,11,0,8,1363,326,1037,665,100.0,0.8,0.45
913,2026-07-06 17:23:52.957,FF_Default_DynamicFlow_NailingBeamHL_b56_r1_m10_lay10,8,8,0,2,1385,327,1058,686,100.0,0.6,0.87
914,2026-07-06 17:23:52.958,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,8,8,0,2,1377,327,1050,678,100.0,0.6,0.88
915,2026-07-06 17:23:52.959,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,8,8,0,2,1369,327,1042,670,100.0,0.6,0.90
916,2026-07-06 17:23:54.652,FF_Default_DynamicFlow_NailingBeamHL_b56_r1_m10_lay10,2,2,0,2,1369,328,1041,669,100.0,0.1,0.00
917,2026-07-06 17:23:54.652,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,2,2,0,2,1367,328,1039,667,100.0,0.1,0.00
918,2026-07-06 17:23:54.653,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1365,328,1037,665,100.0,0.1,0.00
919,2026-07-06 17:23:56.335,FF_Default_DynamicFlow_NailingBeamHL_b56_r1_m10_lay10,2,2,0,2,1371,329,1042,670,100.0,0.1,0.00
920,2026-07-06 17:23:56.336,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,2,2,0,2,1369,329,1040,668,100.0,0.1,0.00
921,2026-07-06 17:23:56.337,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1367,329,1038,666,100.0,0.1,0.00
922,2026-07-06 17:23:57.985,FF_Default_DynamicFlow_NailingBeamHL_b56_r1_m10_lay10,2,2,0,2,1373,330,1043,671,100.0,0.1,0.00
923,2026-07-06 17:23:57.986,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,2,2,0,2,1371,330,1041,669,100.0,0.1,0.00
924,2026-07-06 17:23:57.986,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1369,330,1039,667,100.0,0.1,0.00
925,2026-07-06 17:23:59.675,FF_Default_DynamicFlow_NailingBeamHL_b56_r1_m10_lay10,2,2,0,2,1375,331,1044,672,100.0,0.1,0.00
926,2026-07-06 17:23:59.675,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,2,2,0,2,1373,331,1042,670,100.0,0.1,0.00
927,2026-07-06 17:23:59.676,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1371,331,1040,668,100.0,0.1,0.00
928,2026-07-06 17:24:01.370,FF_Default_DynamicFlow_NailingBeamHL_b56_r1_m10_lay10,2,2,0,2,1377,332,1045,673,100.0,0.1,0.00
929,2026-07-06 17:24:01.370,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,2,2,0,2,1375,332,1043,671,100.0,0.1,0.00
930,2026-07-06 17:24:01.371,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1373,332,1041,669,100.0,0.1,0.00
931,2026-07-06 17:24:03.161,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,2,2,0,2,1386,333,1053,681,100.0,0.1,0.00
932,2026-07-06 17:24:03.162,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1384,333,1051,679,100.0,0.1,0.00
933,2026-07-06 17:24:03.162,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1382,333,1049,677,100.0,0.6,0.00
934,2026-07-06 17:24:04.880,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,2,2,0,2,1388,334,1054,682,100.0,0.1,0.00
935,2026-07-06 17:24:04.881,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1386,334,1052,680,100.0,0.1,0.00
936,2026-07-06 17:24:04.881,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1384,334,1050,678,100.0,0.6,0.00
937,2026-07-06 17:24:06.559,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,2,2,0,2,1390,335,1055,683,100.0,0.1,0.00
938,2026-07-06 17:24:06.560,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1388,335,1053,681,100.0,0.1,0.00
939,2026-07-06 17:24:06.561,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1386,335,1051,679,100.0,0.6,0.00
940,2026-07-06 17:24:08.189,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,2,2,0,2,1392,336,1056,684,100.0,0.1,0.00
941,2026-07-06 17:24:08.189,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1390,336,1054,682,100.0,0.1,0.00
942,2026-07-06 17:24:08.190,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1388,336,1052,680,100.0,0.6,0.00
943,2026-07-06 17:24:09.805,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,2,2,0,2,1394,337,1057,685,100.0,0.1,0.00
944,2026-07-06 17:24:09.806,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1392,337,1055,683,100.0,0.1,0.00
945,2026-07-06 17:24:09.807,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1390,337,1053,681,100.0,0.6,0.00
946,2026-07-06 17:24:11.684,FF_Default_DynamicFlow_NailingBeamHL_b62_r1_m11_lay11,2,2,0,2,1396,338,1058,686,100.0,0.1,0.00
947,2026-07-06 17:24:11.684,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1394,338,1056,684,100.0,0.1,0.00
948,2026-07-06 17:24:11.685,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1392,338,1054,682,100.0,0.6,0.00
949,2026-07-06 17:24:13.888,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1405,339,1066,694,100.0,0.1,0.00
950,2026-07-06 17:24:13.889,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1403,339,1064,692,100.0,0.6,0.00
951,2026-07-06 17:24:13.890,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,8,1395,339,1056,684,100.0,0.6,0.00
952,2026-07-06 17:24:15.559,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1407,340,1067,695,100.0,0.1,0.00
953,2026-07-06 17:24:15.560,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1405,340,1065,693,100.0,0.6,0.00
954,2026-07-06 17:24:15.561,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,8,1397,340,1057,685,100.0,0.6,0.00
955,2026-07-06 17:24:17.270,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1409,341,1068,696,100.0,0.1,0.00
956,2026-07-06 17:24:17.271,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1407,341,1066,694,100.0,0.6,0.00
957,2026-07-06 17:24:17.271,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,8,1399,341,1058,686,100.0,0.6,0.00
958,2026-07-06 17:24:19.018,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1411,342,1069,697,100.0,0.1,0.00
959,2026-07-06 17:24:19.019,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1409,342,1067,695,100.0,0.6,0.00
960,2026-07-06 17:24:19.020,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,8,1401,342,1059,687,100.0,0.6,0.00
961,2026-07-06 17:24:20.694,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1413,343,1070,698,100.0,0.1,0.00
962,2026-07-06 17:24:20.695,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1411,343,1068,696,100.0,0.6,0.00
963,2026-07-06 17:24:20.695,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,8,1403,343,1060,688,100.0,0.6,0.00
964,2026-07-06 17:24:22.366,FF_Default_DynamicFlow_NailingBeamHL_b68_r1_m12_lay12,2,2,0,2,1415,344,1071,699,100.0,0.1,0.00
965,2026-07-06 17:24:22.367,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1413,344,1069,697,100.0,0.6,0.00
966,2026-07-06 17:24:22.368,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,8,1405,344,1061,689,100.0,0.6,0.00
967,2026-07-06 17:24:24.169,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1424,345,1079,707,100.0,0.6,0.00
968,2026-07-06 17:24:24.170,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,8,1416,345,1071,699,100.0,0.6,0.00
969,2026-07-06 17:24:24.171,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,8,8,0,8,1408,345,1063,691,100.0,0.6,0.00
970,2026-07-06 17:24:25.877,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1426,346,1080,708,100.0,0.6,0.00
971,2026-07-06 17:24:25.878,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,8,1418,346,1072,700,100.0,0.6,0.00
972,2026-07-06 17:24:25.878,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,8,8,0,8,1410,346,1064,692,100.0,0.6,0.00
973,2026-07-06 17:24:27.488,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1428,347,1081,709,100.0,0.6,0.00
974,2026-07-06 17:24:27.489,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,8,1420,347,1073,701,100.0,0.6,0.00
975,2026-07-06 17:24:27.490,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,8,8,0,8,1412,347,1065,693,100.0,0.6,0.00
976,2026-07-06 17:24:29.172,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1430,348,1082,710,100.0,0.6,0.00
977,2026-07-06 17:24:29.172,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,8,1422,348,1074,702,100.0,0.6,0.00
978,2026-07-06 17:24:29.173,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,8,8,0,8,1414,348,1066,694,100.0,0.6,0.00
979,2026-07-06 17:24:30.872,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1432,349,1083,711,100.0,0.6,0.00
980,2026-07-06 17:24:30.873,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,8,1424,349,1075,703,100.0,0.6,0.00
981,2026-07-06 17:24:30.874,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,8,8,0,8,1416,349,1067,695,100.0,0.6,0.00
982,2026-07-06 17:24:32.628,FF_Default_DynamicFlow_GluingBeamHL_b49_r1_m9_lay9,8,8,0,8,1434,350,1084,712,100.0,0.6,0.00
983,2026-07-06 17:24:32.628,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,8,1426,350,1076,704,100.0,0.6,0.00
984,2026-07-06 17:24:32.629,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,8,8,0,8,1418,350,1068,696,100.0,0.6,0.00
985,2026-07-06 17:24:35.338,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,8,8,0,2,1443,351,1092,720,100.0,0.6,0.83
986,2026-07-06 17:24:35.339,FF_Default_DynamicFlow_GluingBeamHL_b61_r1_m11_lay11,8,8,0,2,1435,351,1084,712,100.0,0.6,0.84
987,2026-07-06 17:24:35.339,FF_Default_DynamicFlow_GluingBeamHL_b67_r1_m12_lay12,8,8,0,2,1427,351,1076,704,100.0,0.6,0.85
988,2026-07-06 17:24:36.996,FF_Default_DynamicFlow_GluingBeamHL_b55_r1_m10_lay10,2,2,0,2,1427,352,1075,703,100.0,0.1,0.00
