Run1_Counter,Run1_Timestamp,Run1_ActionName,Run1_InstanceName,Run1_Result,Run1_ElapsedMs,,Run2_Counter,Run2_Timestamp,Run2_ActionName,Run2_InstanceName,Run2_Result,Run2_ElapsedMs
0211,17:19:35.029,PickUpML,PickUpML_tp1_fp5_r1_vg1,SUCCESS,1590215,,0211,15:24:52.103,TravelML,TravelML_r1_ep1_fp5,SUCCESS,465562
0212,17:19:49.481,TravelML,TravelML_r1_fp5_pr1,SUCCESS,1604667,,0212,15:24:52.233,InitializeML,InitializeML_r1_vg1,SUCCESS,465692
0213,17:19:50.765,StackML,StackML_tp1_b1_r1_vg1_pr1,SUCCESS,1605951,,0213,15:24:52.364,PickUpML,PickUpML_tp1_fp5_r1_vg1,SUCCESS,465823
0214,17:20:04.916,TravelML,TravelML_r1_pr1_fp13,SUCCESS,1620102,,0214,15:24:56.287,TravelML,TravelML_r1_fp5_pr1,SUCCESS,469746
0215,17:20:06.345,PickUpML,PickUpML_tp2_fp13_r1_vg1,SUCCESS,1621531,,0215,15:24:56.424,StackML,StackML_tp1_b4_r1_vg1_pr1,SUCCESS,469883
0216,17:20:19.330,TravelML,TravelML_r1_fp13_pr2,SUCCESS,1634516,,0216,15:25:00.762,TravelML,TravelML_r1_pr1_fp13,SUCCESS,474221
0217,17:20:20.823,StackML,StackML_tp2_b7_r1_vg1_pr2,SUCCESS,1636009,,0217,15:25:00.899,PickUpML,PickUpML_tp2_fp13_r1_vg1,SUCCESS,474358
0218,17:20:34.577,TravelML,TravelML_r1_pr2_fp21,SUCCESS,1649763,,0218,15:25:05.086,TravelML,TravelML_r1_fp13_pr2,SUCCESS,478546
0219,17:20:35.843,PickUpML,PickUpML_tp3_fp21_r1_vg1,SUCCESS,1651029,,0219,15:25:05.235,StackML,StackML_tp2_b11_r1_vg1_pr2,SUCCESS,478694
0220,17:20:48.962,TravelML,TravelML_r1_fp21_pr3,SUCCESS,1664148,,0220,15:25:09.432,TravelML,TravelML_r1_pr2_fp21,SUCCESS,482891
0221,17:20:50.430,StackML,StackML_tp3_b13_r1_vg1_pr3,SUCCESS,1665616,,0221,15:25:09.583,PickUpML,PickUpML_tp3_fp21_r1_vg1,SUCCESS,483042
0222,17:21:04.171,TravelML,TravelML_r1_pr3_fp29,SUCCESS,1679357,,0222,15:25:13.745,TravelML,TravelML_r1_fp21_pr3,SUCCESS,487205
0223,17:21:05.477,PickUpML,PickUpML_tp4_fp29_r1_vg1,SUCCESS,1680663,,0223,15:25:13.910,StackML,StackML_tp3_b13_r1_vg1_pr3,SUCCESS,487369
0224,17:21:18.809,TravelML,TravelML_r1_fp29_pr4,SUCCESS,1693995,,0224,15:25:18.100,TravelML,TravelML_r1_pr3_fp29,SUCCESS,491560
0225,17:21:20.152,StackML,StackML_tp4_b19_r1_vg1_pr4,SUCCESS,1695338,,0225,15:25:18.244,PickUpML,PickUpML_tp4_fp29_r1_vg1,SUCCESS,491703
0226,17:21:34.236,TravelML,TravelML_r1_pr4_ep1,SUCCESS,1709422,,0226,15:25:22.603,TravelML,TravelML_r1_fp29_pr4,SUCCESS,496062
0227,17:21:35.626,CloseToolML,CloseToolML_r1_vg1,SUCCESS,1710812,,0227,15:25:22.774,StackML,StackML_tp4_b21_r1_vg1_pr4,SUCCESS,496233
0228,17:21:36.859,DeequipML,DeequipML_r1_vg1_ep1,SUCCESS,1712045,,0228,15:25:27.063,TravelML,TravelML_r1_pr4_ep3,SUCCESS,500522
0229,17:21:38.124,TravelML,TravelML_r1_ep1_ep3,SUCCESS,1713310,,0229,15:25:27.198,CloseToolML,CloseToolML_r1_vg1,SUCCESS,500658
0230,17:21:39.362,EquipeML,EquipeML_r1_ng1_ep3,SUCCESS,1714548,,0230,15:25:27.361,TravelML,TravelML_r1_ep3_ep1,SUCCESS,500820
0231,17:21:40.802,TravelML,TravelML_r1_ep3_pr1,SUCCESS,1715988,,0231,15:25:27.489,DeequipML,DeequipML_r1_vg1_ep1,SUCCESS,500948
0232,17:21:41.996,InitializeML,InitializeML_r1_ng1,SUCCESS,1717182,,0232,15:25:27.625,TravelML,TravelML_r1_ep1_ep3,SUCCESS,501084
0233,17:21:43.273,NailingML,NailingML_tp1_pr1_r1_ng1,SUCCESS,1718459,,0233,15:25:27.795,EquipeML,EquipeML_r1_ng1_ep3,SUCCESS,501255
0234,17:21:54.739,TravelML,TravelML_r1_pr1_pr2,SUCCESS,1729925,,0234,15:25:27.924,TravelML,TravelML_r1_ep3_pr1,SUCCESS,501383
0235,17:21:55.807,NailingML,NailingML_tp2_pr2_r1_ng1,SUCCESS,1730993,,0235,15:25:28.045,InitializeML,InitializeML_r1_ng1,SUCCESS,501504
0236,17:22:03.798,TravelML,TravelML_r1_pr2_pr3,SUCCESS,1738984,,0236,15:25:28.168,NailingML,NailingML_tp1_pr1_r1_ng1,SUCCESS,501627
0237,17:22:04.790,NailingML,NailingML_tp3_pr3_r1_ng1,SUCCESS,1739976,,0237,15:25:32.097,TravelML,TravelML_r1_pr1_pr2,SUCCESS,505556
0238,17:22:09.709,TravelML,TravelML_r1_pr3_pr4,SUCCESS,1744894,,0238,15:25:32.311,NailingML,NailingML_tp2_pr2_r1_ng1,SUCCESS,505770
0239,17:22:10.446,NailingML,NailingML_tp4_pr4_r1_ng1,SUCCESS,1745632,,0239,15:25:36.054,TravelML,TravelML_r1_pr2_pr3,SUCCESS,509514
,,,,,,,0240,15:25:36.260,NailingML,NailingML_tp3_pr3_r1_ng1,SUCCESS,509719
,,,,,,,0241,15:25:40.243,TravelML,TravelML_r1_pr3_pr4,SUCCESS,513702
,,,,,,,0242,15:25:40.373,NailingML,NailingML_tp4_pr4_r1_ng1,SUCCESS,513832
