LLId,ActionType,InstanceName,CommandType,TargetPosition,ParentMLAction,Success,ExecTimeMs
113,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup14,movej,rpmanipulate,,True,10746.32
114,MoveToLL,MoveToLL_StackOnTwoML_stick13_robot1_finallocstick13_rpmanipulate_stick9_stick8_gripper1_layer2_layer3,planned,finallocstick13,,True,16671.24
115,MoveToLL,MoveToLL_StackOnTwoML_stick13_robot1_finallocstick13_rpmanipulate_stick9_stick8_gripper1_layer2_layer3,movej,rpmanipulate,,True,9349.51
116,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup14,movej,rppickup,,True,11290.81
117,MoveToLL,MoveToLL_PickUpML_stick14_initlocstick14_robot1_gripper1_rppickup,movel,initlocstick14,,True,5379.70
118,CloseGripperLL,CloseGripperLL_PickUpML_stick14_initlocstick14_robot1_gripper1_rppickup,close_gripper,,,True,12.88
119,MoveToLL,MoveToLL_PickUpML_stick14_initlocstick14_robot1_gripper1_rppickup,movel,rppickup,,True,5928.27
120,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup15,movej,rpmanipulate,,True,10752.10
121,MoveToLL,MoveToLL_StackOnTwoML_stick14_robot1_finallocstick14_rpmanipulate_cube2_stick9_gripper1_layer2_layer3,planned,finallocstick14,,True,17483.89
122,MoveToLL,MoveToLL_StackOnTwoML_stick14_robot1_finallocstick14_rpmanipulate_cube2_stick9_gripper1_layer2_layer3,movej,rpmanipulate,,True,10074.70
123,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup15,movej,rppickup,,True,10850.19
124,MoveToLL,MoveToLL_PickUpML_stick12_initlocstick12_robot1_gripper1_rppickup,movel,initlocstick12,,True,5250.83
125,CloseGripperLL,CloseGripperLL_PickUpML_stick12_initlocstick12_robot1_gripper1_rppickup,close_gripper,,,True,13.37
126,MoveToLL,MoveToLL_PickUpML_stick12_initlocstick12_robot1_gripper1_rppickup,movel,rppickup,,True,5910.24
127,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup16,movej,rpmanipulate,,True,11293.45
128,MoveToLL,MoveToLL_StackOnTwoML_stick12_robot1_finallocstick12_rpmanipulate_stick7_stick8_gripper1_layer2_layer3,planned,finallocstick12,,True,15097.56
129,MoveToLL,MoveToLL_StackOnTwoML_stick12_robot1_finallocstick12_rpmanipulate_stick7_stick8_gripper1_layer2_layer3,movej,rpmanipulate,,True,8652.20
130,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup3,movej,rptoolchange,,True,8746.34
131,DeequipToolLL,DeequipToolLL_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup2,play_program,,,True,20628.94
132,EquipToolLL,EquipToolLL_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup2,play_program,,,True,10337.09
133,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rpmanipulate_dup2,movej,rpmanipulate,,True,8644.40
134,NailingLL,NailingLL_NailingML_stick10_stick6_robot1_staplergun1_rpmanipulate,planned,unknown,,True,20383.63
135,NailingLL,NailingLL_NailingML_stick13_stick8_robot1_staplergun1_rpmanipulate,planned,unknown,,True,9908.57
136,NailingLL,NailingLL_NailingML_stick10_cube1_robot1_staplergun1_rpmanipulate,planned,unknown,,True,15523.88
137,NailingLL,NailingLL_NailingML_stick11_stick6_robot1_staplergun1_rpmanipulate,planned,unknown,,True,13910.20
138,NailingLL,NailingLL_NailingML_stick11_stick7_robot1_staplergun1_rpmanipulate,planned,unknown,,True,14703.49
139,NailingLL,NailingLL_NailingML_stick12_stick7_robot1_staplergun1_rpmanipulate,planned,unknown,,True,14615.04
140,NailingLL,NailingLL_NailingML_stick12_stick8_robot1_staplergun1_rpmanipulate,planned,unknown,,True,11373.82
141,NailingLL,NailingLL_NailingML_stick13_stick9_robot1_staplergun1_rpmanipulate,planned,unknown,,True,7485.56
142,NailingLL,NailingLL_NailingML_stick14_cube2_robot1_staplergun1_rpmanipulate,planned,unknown,,True,10430.59
143,NailingLL,NailingLL_NailingML_stick14_stick9_robot1_staplergun1_rpmanipulate,planned,unknown,,True,12286.41
144,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup4,movej,rptoolchange,,True,10835.97
145,DeequipToolLL,DeequipToolLL_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup2,play_program,,,True,7240.92
146,EquipToolLL,EquipToolLL_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup2,play_program,,,True,20654.38
147,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rppickup_dup2,movej,rppickup,,True,11479.11
148,MoveToLL,MoveToLL_PickUpML_stick15_initlocstick15_robot1_gripper1_rppickup,movel,initlocstick15,,True,5278.21
149,CloseGripperLL,CloseGripperLL_PickUpML_stick15_initlocstick15_robot1_gripper1_rppickup,close_gripper,,,True,14.03
150,MoveToLL,MoveToLL_PickUpML_stick15_initlocstick15_robot1_gripper1_rppickup,movel,rppickup,,True,5921.96
151,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup17,movej,rpmanipulate,,True,11223.96
152,MoveToLL,MoveToLL_StackOnTwoML_stick15_robot1_finallocstick15_rpmanipulate_stick11_stick10_gripper1_layer3_layer4,planned,finallocstick15,,True,20685.36
153,MoveToLL,MoveToLL_StackOnTwoML_stick15_robot1_finallocstick15_rpmanipulate_stick11_stick10_gripper1_layer3_layer4,movej,rpmanipulate,,True,12128.26
154,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup16,movej,rppickup,,True,10738.40
155,MoveToLL,MoveToLL_PickUpML_cube4_initloccube4_robot1_gripper1_rppickup,movel,initloccube4,,True,6343.24
156,CloseGripperLL,CloseGripperLL_PickUpML_cube4_initloccube4_robot1_gripper1_rppickup,close_gripper,,,True,12.76
157,MoveToLL,MoveToLL_PickUpML_cube4_initloccube4_robot1_gripper1_rppickup,movel,rppickup,,True,5130.92
158,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup18,movej,rpmanipulate,,True,10790.85
159,MoveToLL,MoveToLL_StackML_cube4_stick14_robot1_gripper1_finloccube4_rpmanipulate,planned,finloccube4,,True,16678.18
160,MoveToLL,MoveToLL_StackML_cube4_stick14_robot1_gripper1_finloccube4_rpmanipulate,movej,rpmanipulate,,True,10046.55
161,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup17,movej,rppickup,,True,11330.92
162,MoveToLL,MoveToLL_PickUpML_stick18_initlocstick18_robot1_gripper1_rppickup,movel,initlocstick18,,True,5261.88
163,CloseGripperLL,CloseGripperLL_PickUpML_stick18_initlocstick18_robot1_gripper1_rppickup,close_gripper,,,True,2.30
164,MoveToLL,MoveToLL_PickUpML_stick18_initlocstick18_robot1_gripper1_rppickup,movel,rppickup,,True,5825.12
165,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup19,movej,rpmanipulate,,True,10739.44
166,MoveToLL,MoveToLL_StackOnTwoML_stick18_robot1_finallocstick18_rpmanipulate_stick14_stick13_gripper1_layer3_layer4,planned,finallocstick18,,True,16660.36
167,MoveToLL,MoveToLL_StackOnTwoML_stick18_robot1_finallocstick18_rpmanipulate_stick14_stick13_gripper1_layer3_layer4,movej,rpmanipulate,,True,9363.65
168,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup18,movej,rppickup,,True,10737.07
169,MoveToLL,MoveToLL_PickUpML_cube3_initloccube3_robot1_gripper1_rppickup,movel,initloccube3,,True,6344.44
170,CloseGripperLL,CloseGripperLL_PickUpML_cube3_initloccube3_robot1_gripper1_rppickup,close_gripper,,,True,1.25
171,MoveToLL,MoveToLL_PickUpML_cube3_initloccube3_robot1_gripper1_rppickup,movel,rppickup,,True,5232.68
172,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup20,movej,rpmanipulate,,True,10761.43
173,MoveToLL,MoveToLL_StackML_cube3_stick10_robot1_gripper1_finloccube3_rpmanipulate,planned,finloccube3,,True,17519.61
174,MoveToLL,MoveToLL_StackML_cube3_stick10_robot1_gripper1_finloccube3_rpmanipulate,movej,rpmanipulate,,True,10045.27
175,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup19,movej,rppickup,,True,10737.38
176,MoveToLL,MoveToLL_PickUpML_stick17_initlocstick17_robot1_gripper1_rppickup,movel,initlocstick17,,True,5286.29
177,CloseGripperLL,CloseGripperLL_PickUpML_stick17_initlocstick17_robot1_gripper1_rppickup,close_gripper,,,True,13.71
178,MoveToLL,MoveToLL_PickUpML_stick17_initlocstick17_robot1_gripper1_rppickup,movel,rppickup,,True,5933.56
179,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup21,movej,rpmanipulate,,True,11332.23
180,MoveToLL,MoveToLL_StackOnTwoML_stick17_robot1_finallocstick17_rpmanipulate_stick12_stick13_gripper1_layer3_layer4,planned,finallocstick17,,True,17495.26
181,MoveToLL,MoveToLL_StackOnTwoML_stick17_robot1_finallocstick17_rpmanipulate_stick12_stick13_gripper1_layer3_layer4,movej,rpmanipulate,,True,11422.63
182,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup20,movej,rppickup,,True,11286.00
183,MoveToLL,MoveToLL_PickUpML_stick16_initlocstick16_robot1_gripper1_rppickup,movel,initlocstick16,,True,5306.21
184,CloseGripperLL,CloseGripperLL_PickUpML_stick16_initlocstick16_robot1_gripper1_rppickup,close_gripper,,,True,13.46
185,MoveToLL,MoveToLL_PickUpML_stick16_initlocstick16_robot1_gripper1_rppickup,movel,rppickup,,True,5835.05
186,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup22,movej,rpmanipulate,,True,10745.74
187,MoveToLL,MoveToLL_StackOnTwoML_stick16_robot1_finallocstick16_rpmanipulate_stick12_stick11_gripper1_layer3_layer4,planned,finallocstick16,,True,15062.30
188,MoveToLL,MoveToLL_StackOnTwoML_stick16_robot1_finallocstick16_rpmanipulate_stick12_stick11_gripper1_layer3_layer4,movej,rpmanipulate,,True,8626.88
189,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup5,movej,rptoolchange,,True,8641.18
190,DeequipToolLL,DeequipToolLL_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup3,play_program,,,True,20525.26
191,EquipToolLL,EquipToolLL_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup3,play_program,,,True,9884.28
192,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rpmanipulate_dup3,movej,rpmanipulate,,True,9734.78
193,NailingLL,NailingLL_NailingML_cube3_stick10_robot1_staplergun1_rpmanipulate,planned,unknown,,True,27583.39
194,NailingLL,NailingLL_NailingML_cube4_stick14_robot1_staplergun1_rpmanipulate,planned,unknown,,True,15925.96
195,NailingLL,NailingLL_NailingML_stick15_stick10_robot1_staplergun1_rpmanipulate,planned,unknown,,True,9703.99
196,NailingLL,NailingLL_NailingML_stick15_stick11_robot1_staplergun1_rpmanipulate,planned,unknown,,True,7422.46
197,NailingLL,NailingLL_NailingML_stick16_stick11_robot1_staplergun1_rpmanipulate,planned,unknown,,True,12199.14
198,NailingLL,NailingLL_NailingML_stick16_stick12_robot1_staplergun1_rpmanipulate,planned,unknown,,True,14382.53
199,NailingLL,NailingLL_NailingML_stick17_stick12_robot1_staplergun1_rpmanipulate,planned,unknown,,True,12786.09
200,NailingLL,NailingLL_NailingML_stick17_stick13_robot1_staplergun1_rpmanipulate,planned,unknown,,True,14584.16
201,NailingLL,NailingLL_NailingML_stick18_stick13_robot1_staplergun1_rpmanipulate,planned,unknown,,True,8929.58
202,NailingLL,NailingLL_NailingML_stick18_stick14_robot1_staplergun1_rpmanipulate,planned,unknown,,True,12210.96
203,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup6,movej,rptoolchange,,True,10863.01
204,DeequipToolLL,DeequipToolLL_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup3,play_program,,,True,7342.24
205,EquipToolLL,EquipToolLL_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup3,play_program,,,True,20622.23
206,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rppickup_dup3,movej,rppickup,,True,11724.23
207,MoveToLL,MoveToLL_PickUpML_stick20_initlocstick20_robot1_gripper1_rppickup,movel,initlocstick20,,True,6147.76
208,CloseGripperLL,CloseGripperLL_PickUpML_stick20_initlocstick20_robot1_gripper1_rppickup,close_gripper,,,True,1.08
209,MoveToLL,MoveToLL_PickUpML_stick20_initlocstick20_robot1_gripper1_rppickup,movel,rppickup,,True,6435.81
210,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup23,movej,rpmanipulate,,True,11003.24
211,MoveToLL,MoveToLL_StackOnTwoML_stick20_robot1_finallocstick20_rpmanipulate_stick15_stick16_gripper1_layer4_layer5,planned,finallocstick20,,True,18144.69
212,MoveToLL,MoveToLL_StackOnTwoML_stick20_robot1_finallocstick20_rpmanipulate_stick15_stick16_gripper1_layer4_layer5,movej,rpmanipulate,,True,9873.42
213,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup21,movej,rppickup,,True,11055.44
214,MoveToLL,MoveToLL_PickUpML_stick19_initlocstick19_robot1_gripper1_rppickup,movel,initlocstick19,,True,6158.42
215,CloseGripperLL,CloseGripperLL_PickUpML_stick19_initlocstick19_robot1_gripper1_rppickup,close_gripper,,,True,25.75
216,MoveToLL,MoveToLL_PickUpML_stick19_initlocstick19_robot1_gripper1_rppickup,movel,rppickup,,True,6340.87
217,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup24,movej,rpmanipulate,,True,11250.73
218,MoveToLL,MoveToLL_StackOnTwoML_stick19_robot1_finallocstick19_rpmanipulate_stick15_cube3_gripper1_layer4_layer5,planned,finallocstick19,,True,20514.94
219,MoveToLL,MoveToLL_StackOnTwoML_stick19_robot1_finallocstick19_rpmanipulate_stick15_cube3_gripper1_layer4_layer5,movej,rpmanipulate,,True,13469.72
220,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup22,movej,rppickup,,True,11161.78
221,MoveToLL,MoveToLL_PickUpML_stick23_initlocstick23_robot1_gripper1_rppickup,movel,initlocstick23,,True,5553.22
222,CloseGripperLL,CloseGripperLL_PickUpML_stick23_initlocstick23_robot1_gripper1_rppickup,close_gripper,,,True,15.63
223,MoveToLL,MoveToLL_PickUpML_stick23_initlocstick23_robot1_gripper1_rppickup,movel,rppickup,,True,5838.42
224,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup25,movej,rpmanipulate,,True,11228.65
225,MoveToLL,MoveToLL_StackOnTwoML_stick23_robot1_finallocstick23_rpmanipulate_cube4_stick18_gripper1_layer4_layer5,planned,finallocstick23,,True,17021.80
226,MoveToLL,MoveToLL_StackOnTwoML_stick23_robot1_finallocstick23_rpmanipulate_cube4_stick18_gripper1_layer4_layer5,movej,rpmanipulate,,True,9955.74
227,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup23,movej,rppickup,,True,11301.98
228,MoveToLL,MoveToLL_PickUpML_stick21_initlocstick21_robot1_gripper1_rppickup,movel,initlocstick21,,True,6236.51
229,CloseGripperLL,CloseGripperLL_PickUpML_stick21_initlocstick21_robot1_gripper1_rppickup,close_gripper,,,True,1.18
230,MoveToLL,MoveToLL_PickUpML_stick21_initlocstick21_robot1_gripper1_rppickup,movel,rppickup,,True,6375.16
231,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup26,movej,rpmanipulate,,True,11300.13
232,MoveToLL,MoveToLL_StackOnTwoML_stick21_robot1_finallocstick21_rpmanipulate_stick16_stick17_gripper1_layer4_layer5,planned,finallocstick21,,True,14950.23
233,MoveToLL,MoveToLL_StackOnTwoML_stick21_robot1_finallocstick21_rpmanipulate_stick16_stick17_gripper1_layer4_layer5,movej,rpmanipulate,,True,8582.10
234,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup24,movej,rppickup,,True,10740.17
235,MoveToLL,MoveToLL_PickUpML_stick22_initlocstick22_robot1_gripper1_rppickup,movel,initlocstick22,,True,5342.93
236,CloseGripperLL,CloseGripperLL_PickUpML_stick22_initlocstick22_robot1_gripper1_rppickup,close_gripper,,,True,13.11
237,MoveToLL,MoveToLL_PickUpML_stick22_initlocstick22_robot1_gripper1_rppickup,movel,rppickup,,True,6390.23
238,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup27,movej,rpmanipulate,,True,11207.21
239,MoveToLL,MoveToLL_StackOnTwoML_stick22_robot1_finallocstick22_rpmanipulate_stick18_stick17_gripper1_layer4_layer5,planned,finallocstick22,,True,16535.24
240,MoveToLL,MoveToLL_StackOnTwoML_stick22_robot1_finallocstick22_rpmanipulate_stick18_stick17_gripper1_layer4_layer5,movej,rpmanipulate,,True,9288.72
241,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup7,movej,rptoolchange,,True,9049.19
242,DeequipToolLL,DeequipToolLL_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup4,play_program,,,True,20751.11
243,EquipToolLL,EquipToolLL_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup4,play_program,,,True,9792.11
244,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rpmanipulate_dup4,movej,rpmanipulate,,True,8891.35
245,NailingLL,NailingLL_NailingML_stick19_stick15_robot1_staplergun1_rpmanipulate,planned,unknown,,True,18820.89
246,NailingLL,NailingLL_NailingML_stick23_stick18_robot1_staplergun1_rpmanipulate,planned,unknown,,True,9700.96
247,NailingLL,NailingLL_NailingML_stick19_cube3_robot1_staplergun1_rpmanipulate,planned,unknown,,True,19233.51
248,NailingLL,NailingLL_NailingML_stick20_stick15_robot1_staplergun1_rpmanipulate,planned,unknown,,True,7329.29
249,NailingLL,NailingLL_NailingML_stick22_stick18_robot1_staplergun1_rpmanipulate,planned,unknown,,True,11162.96
250,NailingLL,NailingLL_NailingML_stick23_cube4_robot1_staplergun1_rpmanipulate,planned,unknown,,True,8737.06
251,NailingLL,NailingLL_NailingML_stick20_stick16_robot1_staplergun1_rpmanipulate,planned,unknown,,True,14395.48
252,NailingLL,NailingLL_NailingML_stick21_stick16_robot1_staplergun1_rpmanipulate,planned,unknown,,True,10374.97
253,NailingLL,NailingLL_NailingML_stick21_stick17_robot1_staplergun1_rpmanipulate,planned,unknown,,True,12226.80
254,NailingLL,NailingLL_NailingML_stick22_stick17_robot1_staplergun1_rpmanipulate,planned,unknown,,True,5567.72
255,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup8,movej,rptoolchange,,True,10219.33
256,DeequipToolLL,DeequipToolLL_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup4,play_program,,,True,7293.16
257,EquipToolLL,EquipToolLL_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup4,play_program,,,True,20587.24
258,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rppickup_dup4,movej,rppickup,,True,11443.16
259,MoveToLL,MoveToLL_PickUpML_stick24_initlocstick24_robot1_gripper1_rppickup,movel,initlocstick24,,True,6366.32
260,CloseGripperLL,CloseGripperLL_PickUpML_stick24_initlocstick24_robot1_gripper1_rppickup,close_gripper,,,True,0.95
261,MoveToLL,MoveToLL_PickUpML_stick24_initlocstick24_robot1_gripper1_rppickup,movel,rppickup,,True,6423.05
262,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup28,movej,rpmanipulate,,True,11153.88
263,MoveToLL,MoveToLL_StackOnTwoML_stick24_robot1_finallocstick24_rpmanipulate_stick20_stick19_gripper1_layer5_layer6,planned,finallocstick24,,True,20648.27
264,MoveToLL,MoveToLL_StackOnTwoML_stick24_robot1_finallocstick24_rpmanipulate_stick20_stick19_gripper1_layer5_layer6,movej,rpmanipulate,,True,12101.43
265,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup25,movej,rppickup,,True,11102.48
266,MoveToLL,MoveToLL_PickUpML_cube6_initloccube6_robot1_gripper1_rppickup,movel,initloccube6,,True,5274.36
267,CloseGripperLL,CloseGripperLL_PickUpML_cube6_initloccube6_robot1_gripper1_rppickup,close_gripper,,,True,1.29
268,MoveToLL,MoveToLL_PickUpML_cube6_initloccube6_robot1_gripper1_rppickup,movel,rppickup,,True,6331.33
269,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup29,movej,rpmanipulate,,True,11043.36
270,MoveToLL,MoveToLL_StackML_cube6_stick23_robot1_gripper1_finloccube6_rpmanipulate,planned,finloccube6,,True,16520.66
271,MoveToLL,MoveToLL_StackML_cube6_stick23_robot1_gripper1_finloccube6_rpmanipulate,movej,rpmanipulate,,True,9998.51
272,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup26,movej,rppickup,,True,11049.58
273,MoveToLL,MoveToLL_PickUpML_stick26_initlocstick26_robot1_gripper1_rppickup,movel,initlocstick26,,True,6146.82
274,CloseGripperLL,CloseGripperLL_PickUpML_stick26_initlocstick26_robot1_gripper1_rppickup,close_gripper,,,True,0.90
275,MoveToLL,MoveToLL_PickUpML_stick26_initlocstick26_robot1_gripper1_rppickup,movel,rppickup,,True,5821.84
276,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup30,movej,rpmanipulate,,True,11065.05
277,MoveToLL,MoveToLL_StackOnTwoML_stick26_robot1_finallocstick26_rpmanipulate_stick21_stick22_gripper1_layer5_layer6,planned,finallocstick26,,True,17352.82
278,MoveToLL,MoveToLL_StackOnTwoML_stick26_robot1_finallocstick26_rpmanipulate_stick21_stick22_gripper1_layer5_layer6,movej,rpmanipulate,,True,11391.60
279,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup27,movej,rppickup,,True,10808.95
280,MoveToLL,MoveToLL_PickUpML_stick25_initlocstick25_robot1_gripper1_rppickup,movel,initlocstick25,,True,6184.55
281,CloseGripperLL,CloseGripperLL_PickUpML_stick25_initlocstick25_robot1_gripper1_rppickup,close_gripper,,,True,1.07
282,MoveToLL,MoveToLL_PickUpML_stick25_initlocstick25_robot1_gripper1_rppickup,movel,rppickup,,True,5121.09
283,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup31,movej,rpmanipulate,,True,11052.97
284,MoveToLL,MoveToLL_StackOnTwoML_stick25_robot1_finallocstick25_rpmanipulate_stick21_stick20_gripper1_layer5_layer6,planned,finallocstick25,,True,14907.20
285,MoveToLL,MoveToLL_StackOnTwoML_stick25_robot1_finallocstick25_rpmanipulate_stick21_stick20_gripper1_layer5_layer6,movej,rpmanipulate,,True,8579.40
286,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup28,movej,rppickup,,True,11220.86
287,MoveToLL,MoveToLL_PickUpML_cube5_initloccube5_robot1_gripper1_rppickup,movel,initloccube5,,True,6147.37
288,CloseGripperLL,CloseGripperLL_PickUpML_cube5_initloccube5_robot1_gripper1_rppickup,close_gripper,,,True,1.40
289,MoveToLL,MoveToLL_PickUpML_cube5_initloccube5_robot1_gripper1_rppickup,movel,rppickup,,True,5125.42
290,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup32,movej,rpmanipulate,,True,11144.15
291,MoveToLL,MoveToLL_StackML_cube5_stick19_robot1_gripper1_finloccube5_rpmanipulate,planned,finloccube5,,False,0.00
292,MoveToLL,MoveToLL_StackML_cube5_stick19_robot1_gripper1_finloccube5_rpmanipulate,planned,finloccube5,,False,0.00
293,MoveToLL,MoveToLL_StackML_cube5_stick19_robot1_gripper1_finloccube5_rpmanipulate,planned,finloccube5,,True,17411.56
294,MoveToLL,MoveToLL_StackML_cube5_stick19_robot1_gripper1_finloccube5_rpmanipulate,movej,rpmanipulate,,True,10054.56
295,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup29,movej,rppickup,,True,10871.26
296,MoveToLL,MoveToLL_PickUpML_stick27_initlocstick27_robot1_gripper1_rppickup,movel,initlocstick27,,True,5180.99
297,CloseGripperLL,CloseGripperLL_PickUpML_stick27_initlocstick27_robot1_gripper1_rppickup,close_gripper,,,True,13.46
298,MoveToLL,MoveToLL_PickUpML_stick27_initlocstick27_robot1_gripper1_rppickup,movel,rppickup,,True,5945.85
299,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup33,movej,rpmanipulate,,True,10750.47
300,MoveToLL,MoveToLL_StackOnTwoML_stick27_robot1_finallocstick27_rpmanipulate_stick23_stick22_gripper1_layer5_layer6,planned,finallocstick27,,True,16667.53
301,MoveToLL,MoveToLL_StackOnTwoML_stick27_robot1_finallocstick27_rpmanipulate_stick23_stick22_gripper1_layer5_layer6,movej,rpmanipulate,,True,10020.18
302,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup9,movej,rptoolchange,,True,8653.40
303,DeequipToolLL,DeequipToolLL_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup5,play_program,,,True,20624.33
304,EquipToolLL,EquipToolLL_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup5,play_program,,,True,9932.31
305,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rpmanipulate_dup5,movej,rpmanipulate,,True,8893.48
306,NailingLL,NailingLL_NailingML_cube5_stick19_robot1_staplergun1_rpmanipulate,planned,unknown,,True,27603.36
307,NailingLL,NailingLL_NailingML_cube6_stick23_robot1_staplergun1_rpmanipulate,planned,unknown,,True,9099.30
308,NailingLL,NailingLL_NailingML_stick24_stick19_robot1_staplergun1_rpmanipulate,planned,unknown,,True,15329.75
309,NailingLL,NailingLL_NailingML_stick24_stick20_robot1_staplergun1_rpmanipulate,planned,unknown,,True,11344.62
310,NailingLL,NailingLL_NailingML_stick25_stick20_robot1_staplergun1_rpmanipulate,planned,unknown,,True,10643.60
311,NailingLL,NailingLL_NailingML_stick25_stick21_robot1_staplergun1_rpmanipulate,planned,unknown,,True,5899.05
312,NailingLL,NailingLL_NailingML_stick26_stick21_robot1_staplergun1_rpmanipulate,planned,unknown,,True,13026.70
313,NailingLL,NailingLL_NailingML_stick26_stick22_robot1_staplergun1_rpmanipulate,planned,unknown,,True,8184.01
314,NailingLL,NailingLL_NailingML_stick27_stick22_robot1_staplergun1_rpmanipulate,planned,unknown,,True,9875.23
315,NailingLL,NailingLL_NailingML_stick27_stick23_robot1_staplergun1_rpmanipulate,planned,unknown,,True,12185.96
316,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup10,movej,rptoolchange,,True,11042.17
317,DeequipToolLL,DeequipToolLL_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup5,play_program,,,True,7259.65
318,EquipToolLL,EquipToolLL_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup5,play_program,,,True,20693.74
319,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rppickup_dup5,movej,rppickup,,True,11766.36
320,MoveToLL,MoveToLL_PickUpML_stick29_initlocstick29_robot1_gripper1_rppickup,movel,initlocstick29,,True,5154.35
321,CloseGripperLL,CloseGripperLL_PickUpML_stick29_initlocstick29_robot1_gripper1_rppickup,close_gripper,,,True,0.97
322,MoveToLL,MoveToLL_PickUpML_stick29_initlocstick29_robot1_gripper1_rppickup,movel,rppickup,,True,5849.32
