Counter,Timestamp,ActionName,InstanceName,Result,ElapsedMs
0052,16:57:53.640,TravelML,TravelML_r1_pr3_fp28,SUCCESS,288826
0053,16:57:54.690,PickUpML,PickUpML_b21_fp28_r1_vg1,SUCCESS,289876
0054,16:58:07.644,TravelML,TravelML_r1_fp28_pr4,SUCCESS,302830
0055,16:58:08.729,StackML,StackML_b21_lp4_r1_vg1_pr4,SUCCESS,303915
0056,16:58:23.097,TravelML,TravelML_r1_pr4_fp6,SUCCESS,318283
0057,16:58:24.239,PickUpML,PickUpML_b4_fp6_r1_vg1,SUCCESS,319425
0058,16:58:37.395,TravelML,TravelML_r1_fp6_pr1,SUCCESS,332581
0059,16:58:38.441,StackML,StackML_b4_lp1_r1_vg1_pr1,SUCCESS,333627
0060,16:58:52.397,TravelML,TravelML_r1_pr1_fp14,SUCCESS,347583
0061,16:58:53.750,PickUpML,PickUpML_b10_fp14_r1_vg1,SUCCESS,348936
0062,16:59:07.244,TravelML,TravelML_r1_fp14_pr2,SUCCESS,362430
0063,16:59:08.461,StackML,StackML_b10_lp2_r1_vg1_pr2,SUCCESS,363647
0064,16:59:21.129,TravelML,TravelML_r1_pr2_fp22,SUCCESS,376315
0065,16:59:22.384,PickUpML,PickUpML_b16_fp22_r1_vg1,SUCCESS,377570
0066,16:59:35.961,TravelML,TravelML_r1_fp22_pr3,SUCCESS,391147
0067,16:59:37.006,StackML,StackML_b16_lp3_r1_vg1_pr3,SUCCESS,392192
0068,16:59:50.808,TravelML,TravelML_r1_pr3_fp30,SUCCESS,405994
0069,16:59:51.812,PickUpML,PickUpML_b22_fp30_r1_vg1,SUCCESS,406998
0070,17:00:05.553,TravelML,TravelML_r1_fp30_pr4,SUCCESS,420739
0071,17:00:06.587,StackML,StackML_b22_lp4_r1_vg1_pr4,SUCCESS,421773
0072,17:00:20.547,TravelML,TravelML_r1_pr4_fp8,SUCCESS,435733
0073,17:00:21.693,PickUpML,PickUpML_b6_fp8_r1_vg1,SUCCESS,436879
0074,17:00:34.818,TravelML,TravelML_r1_fp8_pr1,SUCCESS,450004
0075,17:00:35.951,StackML,StackML_b6_lp1_r1_vg1_pr1,SUCCESS,451137
0076,17:00:49.563,TravelML,TravelML_r1_pr1_fp16,SUCCESS,464749
0077,17:00:50.641,PickUpML,PickUpML_b12_fp16_r1_vg1,SUCCESS,465827
0078,17:01:05.427,TravelML,TravelML_r1_fp16_pr2,SUCCESS,480613
0079,17:01:06.529,StackML,StackML_b12_lp2_r1_vg1_pr2,SUCCESS,481715
0080,17:01:18.911,TravelML,TravelML_r1_pr2_fp24,SUCCESS,494097
0081,17:01:20.060,PickUpML,PickUpML_b18_fp24_r1_vg1,SUCCESS,495246
0082,17:01:33.464,TravelML,TravelML_r1_fp24_pr3,SUCCESS,508650
0083,17:01:34.677,StackML,StackML_b18_lp3_r1_vg1_pr3,SUCCESS,509863
0084,17:01:49.595,TravelML,TravelML_r1_pr3_fp32,SUCCESS,524781
0085,17:01:50.852,PickUpML,PickUpML_b24_fp32_r1_vg1,SUCCESS,526038
0086,17:02:04.553,TravelML,TravelML_r1_fp32_pr4,SUCCESS,539739
0087,17:02:05.639,StackML,StackML_b24_lp4_r1_vg1_pr4,SUCCESS,540825
0088,17:02:19.174,TravelML,TravelML_r1_pr4_fp7,SUCCESS,554360
0089,17:02:20.441,PickUpML,PickUpML_b5_fp7_r1_vg1,SUCCESS,555627
0090,17:02:33.896,TravelML,TravelML_r1_fp7_pr1,SUCCESS,569082
0091,17:02:35.044,StackML,StackML_b5_lp1_r1_vg1_pr1,SUCCESS,570230
0092,17:02:49.216,TravelML,TravelML_r1_pr1_fp15,SUCCESS,584402
0093,17:02:50.301,PickUpML,PickUpML_b11_fp15_r1_vg1,SUCCESS,585487
0094,17:03:03.111,TravelML,TravelML_r1_fp15_pr2,SUCCESS,598297
0095,17:03:04.119,StackML,StackML_b11_lp2_r1_vg1_pr2,SUCCESS,599305
0096,17:03:18.020,TravelML,TravelML_r1_pr2_fp23,SUCCESS,613206
0097,17:03:19.480,PickUpML,PickUpML_b17_fp23_r1_vg1,SUCCESS,614666
0098,17:03:32.188,TravelML,TravelML_r1_fp23_pr3,SUCCESS,627374
0099,17:03:33.616,StackML,StackML_b17_lp3_r1_vg1_pr3,SUCCESS,628802
0100,17:03:49.287,TravelML,TravelML_r1_pr3_fp31,SUCCESS,644473
0101,17:03:50.458,PickUpML,PickUpML_b23_fp31_r1_vg1,SUCCESS,645644
0102,17:04:05.465,TravelML,TravelML_r1_fp31_pr4,SUCCESS,660651
0103,17:04:06.593,StackML,StackML_b23_lp4_r1_vg1_pr4,SUCCESS,661779
0104,17:04:20.772,TravelML,TravelML_r1_pr4_fp2,SUCCESS,675958
0105,17:04:21.963,PickUpML,PickUpML_b1_fp2_r1_vg1,SUCCESS,677149
0106,17:04:35.279,TravelML,TravelML_r1_fp2_pr1,SUCCESS,690465
0107,17:04:36.490,StackML,StackML_b1_lp1_r1_vg1_pr1,SUCCESS,691676
0108,17:04:50.773,TravelML,TravelML_r1_pr1_fp10,SUCCESS,705959
0109,17:04:51.961,PickUpML,PickUpML_b7_fp10_r1_vg1,SUCCESS,707147
0110,17:05:05.034,TravelML,TravelML_r1_fp10_pr2,SUCCESS,720220
0111,17:05:06.412,StackML,StackML_b7_lp2_r1_vg1_pr2,SUCCESS,721598
0112,17:05:19.831,TravelML,TravelML_r1_pr2_fp18,SUCCESS,735017
0113,17:05:21.091,PickUpML,PickUpML_b13_fp18_r1_vg1,SUCCESS,736277
0114,17:05:34.601,TravelML,TravelML_r1_fp18_pr3,SUCCESS,749787
0115,17:05:35.730,StackML,StackML_b13_lp3_r1_vg1_pr3,SUCCESS,750916
0116,17:05:49.435,TravelML,TravelML_r1_pr3_fp26,SUCCESS,764621
0117,17:05:50.553,PickUpML,PickUpML_b19_fp26_r1_vg1,SUCCESS,765739
0118,17:06:03.909,TravelML,TravelML_r1_fp26_pr4,SUCCESS,779095
0119,17:06:05.149,StackML,StackML_b19_lp4_r1_vg1_pr4,SUCCESS,780335
0120,17:06:19.501,TravelML,TravelML_r1_pr4_fp3,SUCCESS,794687
0121,17:06:20.649,PickUpML,PickUpML_b2_fp3_r1_vg1,SUCCESS,795835
0122,17:06:34.532,TravelML,TravelML_r1_fp3_pr1,SUCCESS,809718
0123,17:06:35.731,StackML,StackML_b2_lp1_r1_vg1_pr1,SUCCESS,810917
0124,17:06:48.788,TravelML,TravelML_r1_pr1_fp11,SUCCESS,823974
0125,17:06:50.019,PickUpML,PickUpML_b8_fp11_r1_vg1,SUCCESS,825205
0126,17:07:03.439,TravelML,TravelML_r1_fp11_pr2,SUCCESS,838625
0127,17:07:04.657,StackML,StackML_b8_lp2_r1_vg1_pr2,SUCCESS,839843
0128,17:07:18.777,TravelML,TravelML_r1_pr2_fp19,SUCCESS,853963
0129,17:07:20.088,PickUpML,PickUpML_b14_fp19_r1_vg1,SUCCESS,855274
0130,17:07:33.219,TravelML,TravelML_r1_fp19_pr3,SUCCESS,868405
0131,17:07:34.345,StackML,StackML_b14_lp3_r1_vg1_pr3,SUCCESS,869531
0132,17:07:48.113,TravelML,TravelML_r1_pr3_fp27,SUCCESS,883299
0133,17:07:49.367,PickUpML,PickUpML_b20_fp27_r1_vg1,SUCCESS,884553
0134,17:08:03.566,TravelML,TravelML_r1_fp27_pr4,SUCCESS,898752
0135,17:08:04.752,StackML,StackML_b20_lp4_r1_vg1_pr4,SUCCESS,899938
0136,17:08:19.006,TravelML,TravelML_r1_pr4_ep1,SUCCESS,914192
0137,17:08:20.189,CloseToolML,CloseToolML_r1_vg1,SUCCESS,915375
0138,17:08:21.493,DeequipML,DeequipML_r1_vg1_ep1,SUCCESS,916679
0139,17:08:22.732,TravelML,TravelML_r1_ep1_ep3,SUCCESS,917918
0140,17:08:23.963,EquipeML,EquipeML_r1_ng1_ep3,SUCCESS,919149
0141,17:08:25.433,TravelML,TravelML_r1_ep3_pr1,SUCCESS,920619
0142,17:08:26.604,InitializeML,InitializeML_r1_ng1,SUCCESS,921790
0143,17:08:27.811,NailingML,NailingML_b2_pr1_r1_ng1,SUCCESS,922997
0144,17:08:42.011,NailingML,NailingML_b1_pr1_r1_ng1,SUCCESS,937197
0145,17:08:56.527,NailingML,NailingML_b3_pr1_r1_ng1,SUCCESS,951713
0146,17:09:10.085,NailingML,NailingML_b5_pr1_r1_ng1,SUCCESS,965271
0147,17:09:23.707,NailingML,NailingML_b4_pr1_r1_ng1,SUCCESS,978893
0148,17:09:38.057,NailingML,NailingML_b6_pr1_r1_ng1,SUCCESS,993243
0149,17:09:50.924,TravelML,TravelML_r1_pr1_pr2,SUCCESS,1006110
0150,17:09:52.105,NailingML,NailingML_b8_pr2_r1_ng1,SUCCESS,1007291
0151,17:10:06.167,NailingML,NailingML_b7_pr2_r1_ng1,SUCCESS,1021353
0152,17:10:19.783,NailingML,NailingML_b9_pr2_r1_ng1,SUCCESS,1034969
0153,17:10:32.801,NailingML,NailingML_b11_pr2_r1_ng1,SUCCESS,1047987
0154,17:10:45.811,NailingML,NailingML_b10_pr2_r1_ng1,SUCCESS,1060997
0155,17:10:58.635,NailingML,NailingML_b12_pr2_r1_ng1,SUCCESS,1073821
0156,17:11:11.825,TravelML,TravelML_r1_pr2_pr3,SUCCESS,1087011
0157,17:11:13.166,NailingML,NailingML_b14_pr3_r1_ng1,SUCCESS,1088352
0158,17:11:27.799,NailingML,NailingML_b13_pr3_r1_ng1,SUCCESS,1102985
0159,17:11:40.891,NailingML,NailingML_b15_pr3_r1_ng1,SUCCESS,1116077
0160,17:11:53.674,NailingML,NailingML_b17_pr3_r1_ng1,SUCCESS,1128860
0161,17:12:06.584,NailingML,NailingML_b16_pr3_r1_ng1,SUCCESS,1141770
0162,17:12:19.555,NailingML,NailingML_b18_pr3_r1_ng1,SUCCESS,1154741
0163,17:12:32.779,TravelML,TravelML_r1_pr3_pr4,SUCCESS,1167965
0164,17:12:34.117,NailingML,NailingML_b20_pr4_r1_ng1,SUCCESS,1169303
0165,17:12:48.378,NailingML,NailingML_b19_pr4_r1_ng1,SUCCESS,1183564
0166,17:13:01.508,NailingML,NailingML_b21_pr4_r1_ng1,SUCCESS,1196694
0167,17:13:14.400,NailingML,NailingML_b23_pr4_r1_ng1,SUCCESS,1209586
0168,17:13:27.227,NailingML,NailingML_b22_pr4_r1_ng1,SUCCESS,1222413
0169,17:13:40.259,NailingML,NailingML_b24_pr4_r1_ng1,SUCCESS,1235445
0170,17:13:54.060,TravelML,TravelML_r1_pr4_ep3,SUCCESS,1249246
0171,17:13:55.363,CloseToolML,CloseToolML_r1_ng1,SUCCESS,1250549
0172,17:13:56.679,DeequipML,DeequipML_r1_ng1_ep3,SUCCESS,1251865
0173,17:13:58.128,TravelML,TravelML_r1_ep3_ep2,SUCCESS,1253314
0174,17:13:59.519,EquipeML,EquipeML_r1_gg1_ep2,SUCCESS,1254705
0175,17:14:00.783,TravelML,TravelML_r1_ep2_pr1,SUCCESS,1255969
0176,17:14:01.954,InitializeML,InitializeML_r1_gg1,SUCCESS,1257140
0177,17:14:03.209,GluingML,GluingML_b4_pr1_r1_gg1,SUCCESS,1258395
0178,17:14:16.745,GluingML,GluingML_b6_pr1_r1_gg1,SUCCESS,1271931
0179,17:14:30.185,GluingML,GluingML_b3_pr1_r1_gg1,SUCCESS,1285371
0180,17:14:43.273,GluingML,GluingML_b2_pr1_r1_gg1,SUCCESS,1298459
0181,17:14:56.611,GluingML,GluingML_b1_pr1_r1_gg1,SUCCESS,1311797
0182,17:15:09.719,GluingML,GluingML_b5_pr1_r1_gg1,SUCCESS,1324905
0183,17:15:22.942,TravelML,TravelML_r1_pr1_pr2,SUCCESS,1338128
0184,17:15:24.261,GluingML,GluingML_b10_pr2_r1_gg1,SUCCESS,1339447
0185,17:15:37.175,GluingML,GluingML_b12_pr2_r1_gg1,SUCCESS,1352361
0186,17:15:50.595,GluingML,GluingML_b9_pr2_r1_gg1,SUCCESS,1365781
0187,17:16:03.798,GluingML,GluingML_b8_pr2_r1_gg1,SUCCESS,1378984
0188,17:16:17.059,GluingML,GluingML_b7_pr2_r1_gg1,SUCCESS,1392245
0189,17:16:30.075,GluingML,GluingML_b11_pr2_r1_gg1,SUCCESS,1405261
0190,17:16:43.328,TravelML,TravelML_r1_pr2_pr3,SUCCESS,1418514
0191,17:16:44.577,GluingML,GluingML_b16_pr3_r1_gg1,SUCCESS,1419763
0192,17:16:57.896,GluingML,GluingML_b18_pr3_r1_gg1,SUCCESS,1433082
0193,17:17:10.819,GluingML,GluingML_b15_pr3_r1_gg1,SUCCESS,1446005
0194,17:17:24.395,GluingML,GluingML_b14_pr3_r1_gg1,SUCCESS,1459581
0195,17:17:38.263,GluingML,GluingML_b13_pr3_r1_gg1,SUCCESS,1473449
0196,17:17:51.466,GluingML,GluingML_b17_pr3_r1_gg1,SUCCESS,1486652
0197,17:18:04.689,TravelML,TravelML_r1_pr3_pr4,SUCCESS,1499875
0198,17:18:06.055,GluingML,GluingML_b22_pr4_r1_gg1,SUCCESS,1501241
0199,17:18:19.629,GluingML,GluingML_b24_pr4_r1_gg1,SUCCESS,1514815
0200,17:18:32.408,GluingML,GluingML_b21_pr4_r1_gg1,SUCCESS,1527594
0201,17:18:45.813,GluingML,GluingML_b20_pr4_r1_gg1,SUCCESS,1540999
0202,17:18:58.958,GluingML,GluingML_b19_pr4_r1_gg1,SUCCESS,1554144
0203,17:19:11.950,GluingML,GluingML_b23_pr4_r1_gg1,SUCCESS,1567136
0204,17:19:25.803,TravelML,TravelML_r1_pr4_ep2,SUCCESS,1580989
0205,17:19:27.092,CloseToolML,CloseToolML_r1_gg1,SUCCESS,1582278
0206,17:19:28.467,DeequipML,DeequipML_r1_gg1_ep2,SUCCESS,1583653
0207,17:19:29.862,TravelML,TravelML_r1_ep2_ep1,SUCCESS,1585048
0208,17:19:31.266,EquipeML,EquipeML_r1_vg1_ep1,SUCCESS,1586452
0209,17:19:32.450,InitializeML,InitializeML_r1_vg1,SUCCESS,1587636
0210,17:19:33.728,TravelML,TravelML_r1_ep1_fp5,SUCCESS,1588914
0211,17:19:35.029,PickUpML,PickUpML_tp1_fp5_r1_vg1,SUCCESS,1590215
0212,17:19:49.481,TravelML,TravelML_r1_fp5_pr1,SUCCESS,1604667
0213,17:19:50.765,StackML,StackML_tp1_b1_r1_vg1_pr1,SUCCESS,1605951
0214,17:20:04.916,TravelML,TravelML_r1_pr1_fp13,SUCCESS,1620102
0215,17:20:06.345,PickUpML,PickUpML_tp2_fp13_r1_vg1,SUCCESS,1621531
0216,17:20:19.330,TravelML,TravelML_r1_fp13_pr2,SUCCESS,1634516
0217,17:20:20.823,StackML,StackML_tp2_b7_r1_vg1_pr2,SUCCESS,1636009
0218,17:20:34.577,TravelML,TravelML_r1_pr2_fp21,SUCCESS,1649763
0219,17:20:35.843,PickUpML,PickUpML_tp3_fp21_r1_vg1,SUCCESS,1651029
0220,17:20:48.962,TravelML,TravelML_r1_fp21_pr3,SUCCESS,1664148
0221,17:20:50.430,StackML,StackML_tp3_b13_r1_vg1_pr3,SUCCESS,1665616
0222,17:21:04.171,TravelML,TravelML_r1_pr3_fp29,SUCCESS,1679357
0223,17:21:05.477,PickUpML,PickUpML_tp4_fp29_r1_vg1,SUCCESS,1680663
0224,17:21:18.809,TravelML,TravelML_r1_fp29_pr4,SUCCESS,1693995
0225,17:21:20.152,StackML,StackML_tp4_b19_r1_vg1_pr4,SUCCESS,1695338
0226,17:21:34.236,TravelML,TravelML_r1_pr4_ep1,SUCCESS,1709422
0227,17:21:35.626,CloseToolML,CloseToolML_r1_vg1,SUCCESS,1710812
0228,17:21:36.859,DeequipML,DeequipML_r1_vg1_ep1,SUCCESS,1712045
0229,17:21:38.124,TravelML,TravelML_r1_ep1_ep3,SUCCESS,1713310
0230,17:21:39.362,EquipeML,EquipeML_r1_ng1_ep3,SUCCESS,1714548
0231,17:21:40.802,TravelML,TravelML_r1_ep3_pr1,SUCCESS,1715988
0232,17:21:41.996,InitializeML,InitializeML_r1_ng1,SUCCESS,1717182
0233,17:21:43.273,NailingML,NailingML_tp1_pr1_r1_ng1,SUCCESS,1718459
0234,17:21:54.739,TravelML,TravelML_r1_pr1_pr2,SUCCESS,1729925
0235,17:21:55.807,NailingML,NailingML_tp2_pr2_r1_ng1,SUCCESS,1730993
0236,17:22:03.798,TravelML,TravelML_r1_pr2_pr3,SUCCESS,1738984
0237,17:22:04.790,NailingML,NailingML_tp3_pr3_r1_ng1,SUCCESS,1739976
0238,17:22:09.709,TravelML,TravelML_r1_pr3_pr4,SUCCESS,1744894
0239,17:22:10.446,NailingML,NailingML_tp4_pr4_r1_ng1,SUCCESS,1745632
