Counter,Timestamp,ActionName,InstanceName,Status,AdditionalInfo,TimeSinceStartMs
1,2026-07-09 10:06:45.012,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",1.03
2,2026-07-09 10:06:45.822,TravelML,TravelML_r1_pr2_ep1,STARTED,"ML action execution; DeltaTime: 0.100",811.57
3,2026-07-09 10:06:45.822,TravelML,TravelML_r1_pr2_ep1,STARTED,"DeltaTime: 0.100",811.83
4,2026-07-09 10:06:45.822,TravelML,TravelML_r1_pr2_ep1,COMPLETED,"Action logic completed successfully",811.95
5,2026-07-09 10:06:45.826,TravelML,TravelML_r1_pr2_ep1,COMPLETED,"Effects applied on exit",815.34
6,2026-07-09 10:06:45.943,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",932.34
7,2026-07-09 10:06:45.946,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"ML action execution; DeltaTime: 0.100",935.64
8,2026-07-09 10:06:45.946,EquipeML,EquipeML_r1_vg1_ep1,STARTED,"DeltaTime: 0.100",935.80
9,2026-07-09 10:06:45.946,EquipeML,EquipeML_r1_vg1_ep1,COMPLETED,"Action logic completed successfully",935.85
10,2026-07-09 10:06:45.948,EquipeML,EquipeML_r1_vg1_ep1,COMPLETED,"Effects applied on exit",937.66
11,2026-07-09 10:06:46.059,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",1048.34
12,2026-07-09 10:06:46.062,InitializeML,InitializeML_r1_vg1,STARTED,"ML action execution; DeltaTime: 0.100",1051.35
13,2026-07-09 10:06:46.062,InitializeML,InitializeML_r1_vg1,STARTED,"DeltaTime: 0.100",1051.41
14,2026-07-09 10:06:46.062,InitializeML,InitializeML_r1_vg1,COMPLETED,"Action logic completed successfully",1051.45
15,2026-07-09 10:06:46.063,InitializeML,InitializeML_r1_vg1,COMPLETED,"Effects applied on exit",1052.08
16,2026-07-09 10:06:46.181,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",1170.20
17,2026-07-09 10:06:46.183,TravelML,TravelML_r1_ep1_fp1,STARTED,"ML action execution; DeltaTime: 0.100",1172.63
18,2026-07-09 10:06:46.183,TravelML,TravelML_r1_ep1_fp1,STARTED,"DeltaTime: 0.100",1172.66
19,2026-07-09 10:06:46.183,TravelML,TravelML_r1_ep1_fp1,COMPLETED,"Action logic completed successfully",1172.69
20,2026-07-09 10:06:46.184,TravelML,TravelML_r1_ep1_fp1,COMPLETED,"Effects applied on exit",1173.57
21,2026-07-09 10:06:46.293,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",1282.73
22,2026-07-09 10:06:46.297,PickUpML,PickUpML_lp1_fp1_r1_vg1,STARTED,"ML action execution; DeltaTime: 0.100",1286.58
23,2026-07-09 10:06:46.297,PickUpML,PickUpML_lp1_fp1_r1_vg1,STARTED,"DeltaTime: 0.100",1286.87
24,2026-07-09 10:06:46.297,PickUpML,PickUpML_lp1_fp1_r1_vg1,COMPLETED,"Action logic completed successfully",1286.92
25,2026-07-09 10:06:46.300,PickUpML,PickUpML_lp1_fp1_r1_vg1,COMPLETED,"Effects applied on exit",1289.40
26,2026-07-09 10:06:46.417,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_PickUpHL_lp1_fp1_r1; DeltaTime: 0.100",1406.98
27,2026-07-09 10:06:46.419,PickUpHL,PickUpHL_lp1_fp1_r1,COMPLETED,"Subtree execution completed successfully",1408.76
28,2026-07-09 10:06:46.419,PickUpHL,PickUpHL_lp1_fp1_r1,STARTED,"DeltaTime: 0.100",1408.82
29,2026-07-09 10:06:46.419,PickUpHL,PickUpHL_lp1_fp1_r1,COMPLETED,"Action logic completed successfully",1408.86
30,2026-07-09 10:06:46.422,PickUpHL,PickUpHL_lp1_fp1_r1,COMPLETED,"Effects applied on exit",1411.94
31,2026-07-09 10:06:46.549,PlaceHL,PlaceHL_lp1_pr1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_PlaceHL_lp1_pr1_r1; DeltaTime: 0.100",1538.70
32,2026-07-09 10:06:47.438,TravelML,TravelML_r1_fp1_pr1,STARTED,"ML action execution; DeltaTime: 0.100",2427.79
33,2026-07-09 10:06:47.438,TravelML,TravelML_r1_fp1_pr1,STARTED,"DeltaTime: 0.100",2427.83
34,2026-07-09 10:06:47.438,TravelML,TravelML_r1_fp1_pr1,COMPLETED,"Action logic completed successfully",2427.88
35,2026-07-09 10:06:47.439,TravelML,TravelML_r1_fp1_pr1,COMPLETED,"Effects applied on exit",2428.45
36,2026-07-09 10:06:47.553,PlaceHL,PlaceHL_lp1_pr1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_PlaceHL_lp1_pr1_r1; DeltaTime: 0.100",2542.56
37,2026-07-09 10:06:47.555,PlaceML,PlaceML_lp1_pr1_r1_vg1,STARTED,"ML action execution; DeltaTime: 0.100",2544.29
38,2026-07-09 10:06:47.555,PlaceML,PlaceML_lp1_pr1_r1_vg1,STARTED,"DeltaTime: 0.100",2544.35
39,2026-07-09 10:06:47.555,PlaceML,PlaceML_lp1_pr1_r1_vg1,COMPLETED,"Action logic completed successfully",2544.41
40,2026-07-09 10:06:47.556,PlaceML,PlaceML_lp1_pr1_r1_vg1,COMPLETED,"Effects applied on exit",2545.52
41,2026-07-09 10:06:47.663,PlaceHL,PlaceHL_lp1_pr1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_PlaceHL_lp1_pr1_r1; DeltaTime: 0.100",2652.20
42,2026-07-09 10:06:47.663,PlaceHL,PlaceHL_lp1_pr1_r1,COMPLETED,"Subtree execution completed successfully",2652.94
43,2026-07-09 10:06:47.663,PlaceHL,PlaceHL_lp1_pr1_r1,STARTED,"DeltaTime: 0.100",2652.99
44,2026-07-09 10:06:47.664,PlaceHL,PlaceHL_lp1_pr1_r1,COMPLETED,"Action logic completed successfully",2653.03
45,2026-07-09 10:06:47.666,PlaceHL,PlaceHL_lp1_pr1_r1,COMPLETED,"Effects applied on exit",2655.80
46,2026-07-09 10:06:47.801,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",2790.22
47,2026-07-09 10:06:48.666,TravelML,TravelML_r1_pr1_ep1,STARTED,"ML action execution; DeltaTime: 0.100",3655.78
48,2026-07-09 10:06:48.666,TravelML,TravelML_r1_pr1_ep1,STARTED,"DeltaTime: 0.100",3655.82
49,2026-07-09 10:06:48.666,TravelML,TravelML_r1_pr1_ep1,COMPLETED,"Action logic completed successfully",3655.91
50,2026-07-09 10:06:48.667,TravelML,TravelML_r1_pr1_ep1,COMPLETED,"Effects applied on exit",3656.49
51,2026-07-09 10:06:48.771,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",3760.95
52,2026-07-09 10:06:48.775,CloseToolML,CloseToolML_r1_vg1,STARTED,"ML action execution; DeltaTime: 0.100",3765.00
53,2026-07-09 10:06:48.776,CloseToolML,CloseToolML_r1_vg1,STARTED,"DeltaTime: 0.100",3765.13
54,2026-07-09 10:06:48.776,CloseToolML,CloseToolML_r1_vg1,COMPLETED,"Action logic completed successfully",3765.18
55,2026-07-09 10:06:48.776,CloseToolML,CloseToolML_r1_vg1,COMPLETED,"Effects applied on exit",3765.78
56,2026-07-09 10:06:48.885,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",3874.03
57,2026-07-09 10:06:48.888,DeequipML,DeequipML_r1_vg1_ep1,STARTED,"ML action execution; DeltaTime: 0.100",3877.13
58,2026-07-09 10:06:48.888,DeequipML,DeequipML_r1_vg1_ep1,STARTED,"DeltaTime: 0.100",3877.19
59,2026-07-09 10:06:48.888,DeequipML,DeequipML_r1_vg1_ep1,COMPLETED,"Action logic completed successfully",3877.25
60,2026-07-09 10:06:48.889,DeequipML,DeequipML_r1_vg1_ep1,COMPLETED,"Effects applied on exit",3878.14
61,2026-07-09 10:06:48.994,GluingPlateHL,GluingPlateHL_lp1_pr1_r1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_GluingPlateHL_lp1_pr1_r1; DeltaTime: 0.100",3983.73
62,2026-07-09 10:06:48.999,TravelML,TravelML_r1_ep1_ep2,STARTED,"ML action execution; DeltaTime: 0.100",3988.04
63,2026-07-09 10:06:48.999,TravelML,TravelML_r1_ep1_ep2,STARTED,"DeltaTime: 0.100",3988.14
64,2026-07-09 10:06:48.999,TravelML,TravelML_r1_ep1_ep2,COMPLETED,"Action logic completed successfully",3988.24
65,2026-07-09 10:06:49.000,TravelML,TravelML_r1_ep1_ep2,COMPLETED,"Effects applied on exit",3989.59
