Counter,Timestamp,ActionName,InstanceName,Status,AdditionalInfo,TimeSinceStartMs
176,2026-07-09 10:43:59.666,StackHL,StackHL_b1_lp1_r1_pr1_lay1_m1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_StackHL_b1_lp1_r1_pr1_lay1_m1; DeltaTime: 0.100",9883.41
177,2026-07-09 10:43:59.669,StackML,StackML_b1_lp1_r1_vg1_pr1,STARTED,"ML action execution; DeltaTime: 0.100",9886.04
178,2026-07-09 10:43:59.669,StackML,StackML_b1_lp1_r1_vg1_pr1,STARTED,"DeltaTime: 0.100",9886.09
179,2026-07-09 10:43:59.669,StackML,StackML_b1_lp1_r1_vg1_pr1,COMPLETED,"Action logic completed successfully",9886.16
180,2026-07-09 10:43:59.671,StackML,StackML_b1_lp1_r1_vg1_pr1,COMPLETED,"Effects applied on exit",9888.31
181,2026-07-09 10:43:59.778,StackHL,StackHL_b1_lp1_r1_pr1_lay1_m1,STARTED,"HL subtree tick: TFD_Default_DynamicFlow_StackHL_b1_lp1_r1_pr1_lay1_m1; DeltaTime: 0.100",9995.49
182,2026-07-09 10:43:59.779,StackHL,StackHL_b1_lp1_r1_pr1_lay1_m1,COMPLETED,"Subtree execution completed successfully",9996.36
183,2026-07-09 10:43:59.779,StackHL,StackHL_b1_lp1_r1_pr1_lay1_m1,STARTED,"DeltaTime: 0.100",9996.39
184,2026-07-09 10:43:59.779,StackHL,StackHL_b1_lp1_r1_pr1_lay1_m1,COMPLETED,"Action logic completed successfully",9996.47
185,2026-07-09 10:43:59.781,StackHL,StackHL_b1_lp1_r1_pr1_lay1_m1,COMPLETED,"Effects applied on exit",9998.64
